customerId,customerFName,customerLName,customerCity
5662,Mary,Figueroa,Scottsdale
5663,Jennifer,Smith,Caguas
5665,Mary,Smith,Virginia Beach
5667,Mary,Smith,Ewa Beach
5668,Christina,Hawkins,Caguas
5669,Mary,Smith,Cerritos
5671,Jacqueline,Lam,Philadelphia
5672,Mary,Smith,Chandler
5673,Jean,Dunn,Roswell
5674,Ethan,Cross,Ewa Beach
5675,Mary,Juarez,Caguas
5676,William,Smith,Chicago
5677,Paul,Mccullough,Caguas
5680,Laura,Young,Pomona
5681,Heather,Green,Caguas
5682,Mary,Proctor,Redmond
5684,Mary,Harmon,Caguas
5686,Mary,James,Rochester
5688,Robert,Smith,Caguas
5689,Thomas,Ramsey,El Cajon
5690,Mary,Smith,Caguas
5691,James,Brown,Humacao
5692,Shirley,Harvey,Caguas
5693,Amber,Smith,Lockport
5694,Mary,Potter,Cary
5696,Mary,Rogers,Philadelphia
5698,Mary,Smith,Fremont
5699,Mildred,Murphy,Sunnyvale
5700,Mary,Simmons,Sacramento
5701,Mary,Smith,Caguas
5702,Karen,Johnson,Tucson
5703,Mary,Chang,Caguas
5704,Matthew,Smith,Medford
5705,Joyce,Frazier,Brandon
5707,Kathy,Sampson,Hamilton
5708,Mary,Smith,Los Angeles
5709,Shirley,Johnson,Strongsville
5711,Nicholas,Patterson,Chambersburg
5712,Mary,Smith,Chandler
5713,Michael,Pope,Caguas
5715,Kelly,Smith,Caguas
5716,Mary,Hawkins,Longview
5717,Robert,Andrews,Bakersfield
5719,Mary,Smith,Virginia Beach
5721,Roger,Conner,Westland
5722,Mary,Smith,Caguas
5724,Christian,Doyle,Caguas
5725,Mary,Smith,Brooklyn
5729,Louis,Smith,Mission
5730,Mary,Ashley,Doylestown
5731,Jennifer,Smith,Caguas
5732,Jacob,Perry,Frankfort
5733,Randy,Fisher,Caguas
5734,Mary,Stanley,Fort Lauderdale
5736,Mary,Smith,Los Angeles
5737,Brenda,Miller,Caguas
5738,Mildred,Taylor,Baltimore
5739,Mary,Palmer,East Lansing
5741,Mary,Spencer,Los Angeles
5742,Laura,Smith,Bend
5743,Mary,Ball,Caguas
5744,Walter,Smith,Corona
5745,Mary,Rodriguez,Ridgewood
5746,Julie,Anderson,Yonkers
5748,Shawn,Mann,Caguas
5750,Willie,Brown,Webster
5751,Mary,Pierce,Caguas
5753,Mary,Arellano,Caguas
5755,Marie,Shah,Chicago
5756,Mary,Osborn,Charlotte
5757,Zachary,Smith,Caguas
5759,Mary,Brown,Caguas
5761,Mary,Smith,Caguas
5762,Crystal,Foster,Trujillo Alto
5763,Mary,Smith,Clovis
5764,William,Weiss,Caguas
5765,Maria,Smith,Painesville
5766,Mary,Melton,Caguas
5767,John,Smith,Los Angeles
5769,Frank,Smith,Mcallen
5770,Brandon,Johnson,Clovis
5771,Mary,Mcmahon,Caguas
5773,Mary,Ellis,Jacksonville
5774,Virginia,Smith,Caguas
5775,Joyce,Garcia,Los Angeles
5776,Albert,Martin,Strongsville
5777,Mary,Terry,Caguas
5778,Evelyn,Smith,Eagle Pass
5779,Mary,Powell,Caguas
5781,Jack,Stanley,Los Angeles
5782,Mary,Hardin,Caguas
5783,Daniel,Smith,Indianapolis
5784,Matthew,Wolfe,Antioch
5786,Brian,Smith,Sumner
5787,Jordan,Medina,Caguas
5788,Mary,Barrera,Indio
5789,Katherine,Smith,Caguas
5790,Mary,Young,Fremont
5792,Mary,Smith,Saint Louis
5793,Margaret,Weeks,Caguas
5795,Mary,Smith,Caguas
5796,Crystal,Hamilton,Las Vegas
5797,Roy,Smith,La Mirada
5798,Mary,Butler,Albuquerque
5799,Keith,Singleton,Caguas
5800,Mary,Smith,Crown Point
5801,Theresa,Pearson,Lutz
5802,Mary,Smith,Caguas
5803,Rebecca,Stewart,Jamaica
5805,Raymond,Bray,Caguas
5807,Edward,Silva,Caguas
5808,Amanda,Smith,Denver
5809,Mary,Nunez,Caguas
5810,Anthony,Smith,Rome
5811,Mary,Edwards,Caguas
5812,Angela,Smith,New York
5813,Mary,Brock,Caguas
5814,Debra,Smith,Washington
5815,Mary,Proctor,Caguas
5816,Barbara,Smith,Chicago
5817,Mary,Diaz,Caguas
5818,Brandon,Smith,El Paso
5819,Mary,Leon,New Brunswick
5820,Margaret,Smith,Caguas
5821,Jessica,Humphrey,Hyattsville
5822,Maria,Smith,Caguas
5824,James,Smith,Caguas
5826,Mary,Smith,Caguas
5827,Angela,Fox,Seattle
5828,Katherine,Oconnell,Caguas
5829,Mary,Smith,Houston
5831,Patricia,Smith,Hesperia
5832,Jennifer,Scott,Baltimore
5833,Jessica,Smith,Brooklyn
5834,Andrew,Fernandez,Caguas
5835,Justin,Hoffman,Livermore
5836,Mary,Orr,New York
5837,Denise,Coffey,New York
5838,Mary,Smith,Caguas
5840,Andrea,Nunez,Los Angeles
5843,Jack,Frost,York
5844,Mary,Smith,Caguas
5845,Daniel,Bruce,La Mesa
5847,Mary,Torres,Lockport
5848,Tammy,Sloan,Caguas
5849,Mary,Conrad,Saint Louis
5850,Robert,Maddox,Caguas
5851,Raymond,Smith,Brooklyn
5852,Mary,Harris,Las Vegas
5853,Ralph,Hicks,Caguas
5854,Mary,Smith,Fullerton
5855,Daniel,Young,Caguas
5860,Alan,Kelly,Caguas
5862,David,Cantu,Caguas
5863,Amy,Smith,Cordova
5864,Mary,Gentry,Newburgh
5866,Daniel,Smith,Modesto
5868,Mary,Baxter,Caguas
5869,Mary,Smith,Plano
5870,John,Hughes,Caguas
5871,Cynthia,Jordan,Bronx
5872,Mary,Smith,Woonsocket
5874,Mary,Smith,Trujillo Alto
5875,Mary,Rodgers,Philadelphia
5876,Kevin,Smith,Costa Mesa
5878,Sharon,Smith,Caguas
5879,Mary,Martin,Brooklyn
5880,Jennifer,Kerr,Santa Clara
5881,Dorothy,Smith,Caguas
5882,Mary,Ruiz,Oceanside
5883,James,Garner,Fayetteville
5884,Gary,Smith,Portland
5885,Mary,Parker,Caguas
5886,Ann,Smith,Hampton
5887,Mary,Peters,Caguas
5888,Donald,Rowland,Jamaica
5890,Mary,Baldwin,Caguas
5891,Margaret,Chang,Las Vegas
5892,Catherine,Smith,Newark
5893,Mary,Young,Caguas
5897,Mary,Griffin,Newburgh
5898,Emily,Jacobs,Caguas
5900,James,Kaiser,Colorado Springs
5901,Matthew,Smith,Caguas
5902,Mary,Jones,Mission
5904,Catherine,Peterson,Caguas
5906,Austin,Anderson,Canovanas
5907,Mary,Proctor,Caguas
5908,Emily,Smith,Austin
5909,Catherine,Owens,Caguas
5911,Andrew,Smith,Burnsville
5912,Mary,Palmer,Tampa
5913,Cynthia,Daniel,Caguas
5914,Nicholas,Smith,Chicago
5915,Mary,Hamilton,Lawrenceville
5916,Karen,Hicks,Hayward
5917,Ashley,Smith,Mchenry
5919,Mary,Santiago,Staten Island
5920,Dorothy,Smith,Chandler
5921,Mary,Buchanan,Caguas
5922,Sharon,Mercado,Chicago
5923,Mary,Smith,Highland
5924,Virginia,Williams,Caguas
5925,Megan,Bennett,Hempstead
5927,Christopher,Cooper,Caguas
5928,Janice,Chavez,Oxnard
5930,Sara,Smith,Caguas
5931,Mary,Herrera,Compton
5932,Charles,Smith,Sun Valley
5935,Mary,Smith,Philadelphia
5936,Michael,Davis,Caguas
5937,William,Costa,San Sebastian
5939,Shirley,Moore,Enfield
5942,Walter,Perez,Philadelphia
5943,Mary,Sherman,Caguas
5944,Stephen,Smith,Elmhurst
5945,Mary,Young,Morganton
5947,Eric,Moyer,Phoenix
5948,Mary,Smith,Caguas
5953,Mary,Sparks,Irwin
5954,Amy,Smith,Caguas
5955,Mildred,Burke,Carolina
5956,Mary,Buchanan,Arlington
5957,Harold,Smith,Caguas
5958,Mary,Brown,Garden Grove
5959,Thomas,Humphrey,Caguas
5960,Margaret,Smith,Round Rock
5961,Kevin,Ruiz,Caguas
5962,Jordan,Smith,Fresno
5963,Johnny,Smith,Elk Grove
5964,Mary,Brown,Saint Louis
5966,Joseph,Stone,Fullerton
5967,Matthew,Farmer,Caguas
5968,Deborah,Smith,Campbell
5971,Philip,Johnson,Caguas
5972,Mary,Burton,Pomona
5973,Michael,Smith,Caguas
5974,Harold,Weiss,Mcallen
5975,Mary,Smith,Caguas
5976,William,Estrada,Glendale
5977,Amanda,Shaffer,Montebello
5978,Lauren,Smith,Dorchester Center
5980,Betty,Smith,Caguas
5981,Ronald,Williamson,Burnsville
5982,Sharon,Smith,Caguas
5983,Mary,Anderson,New York
5984,Janet,Norton,Dallas
5985,Mary,Smith,Caguas
5987,Mary,Smith,Houston
5988,Melissa,Miller,Caguas
5989,Kathleen,Becker,Brooklyn
5990,Mary,Summers,Mayaguez
5991,Stephen,Smith,Arlington
5992,Mary,Cross,Caguas
5994,Mary,Smith,Caguas
5995,Emma,Foster,Rosemead
5997,Jonathan,Jones,Lynn
5999,Randy,Smith,Cupertino
6001,Andrew,Smith,Gardena
6002,Nathan,Reyes,Caguas
6003,Mary,Smith,Hickory
6004,Mary,Smith,Caguas
6005,Emily,Alexander,Victorville
6007,Edward,Mitchell,Caguas
6008,Mary,Cervantes,Vega Baja
6009,Mary,Smith,Salt Lake City
6010,Nancy,Casey,Caguas
6011,Phillip,Smith,Decatur
6014,Mary,Washington,Tucson
6015,Emily,Banks,Escondido
6016,Mary,Smith,Caguas
6017,Juan,Wells,Wyandotte
6018,Mary,Smith,Caguas
6019,Martha,Chambers,Laredo
6020,Mary,Smith,Caguas
6023,Shirley,Webb,Caguas
6024,Jesse,Berry,Las Vegas
6026,Diana,Smith,Las Vegas
6028,Elizabeth,Fritz,Caguas
6029,Donald,Smith,Elmhurst
6031,Mary,Nguyen,Portland
6032,Rose,Smith,Caguas
6033,Mary,Pitts,Chicago
6034,Cheryl,Smith,San Diego
6035,Mary,Craig,Caguas
6037,Dorothy,Carter,Tulare
6038,Sharon,Brooks,Plainfield
6039,Theresa,Mills,Caguas
6040,Mary,Smith,Trujillo Alto
6041,Daniel,Woods,Caguas
6042,Mary,Smith,El Paso
6044,Megan,Fernandez,Caguas
6045,Mary,Christensen,Bakersfield
6047,Mary,Smith,Garden Grove
6048,Mary,Hanson,Caguas
6049,Patricia,Smith,Florissant
6050,Rebecca,Arnold,Endicott
6051,Gregory,Hoffman,Ewa Beach
6052,Mary,Harding,Caguas
6053,David,Smith,Elmhurst
6054,Richard,Reilly,Los Angeles
6056,Hannah,Flores,Virginia Beach
6057,Mary,Lyons,Brooklyn
6058,Lauren,Smith,San Antonio
6059,Mary,Diaz,Caguas
6060,Michael,Smith,San Diego
6061,Mary,Powell,Caguas
6062,Thomas,Mejia,Marietta
6063,Judith,Meadows,Caguas
6064,Mary,Smith,South El Monte
6065,Thomas,Simmons,Caguas
6066,Mary,Mora,Kenner
6067,Mary,Smith,Caguas
6068,Michael,Green,Anaheim
6069,Helen,Smith,Orlando
6070,Debra,Espinoza,Caguas
6072,Stephen,Smith,Malden
6073,Mary,Campos,Caguas
6074,Danielle,Smith,Chicago
6075,Mary,Smith,Austin
6077,Carolyn,Smith,Memphis
6078,Roger,Clark,Caguas
6080,Mary,Smith,Caguas
6081,Lauren,Bennett,Chicago
6082,Mary,Smith,Virginia Beach
6083,Andrea,Scott,Lompoc
6084,Mary,Smith,Mission Viejo
6085,Roger,Flores,Caguas
6086,Mary,Hutchinson,Pompano Beach
6089,Laura,Blair,Chicago
6091,Alan,Hunt,Massillon
6092,Mary,Smith,Caguas
6093,Douglas,Jacobs,Santa Ana
6094,Gerald,Dorsey,Caguas
6095,Mary,Smith,Revere
6096,Brenda,Boyd,Sun Valley
6097,Heather,Smith,Caguas
6098,Mary,Meadows,Westland
6099,Helen,Smith,Caguas
6100,Joshua,Blake,Huntington Beach
6101,Mary,Smith,Los Angeles
6103,Mary,Mullen,Phoenix
6104,Roger,Cordova,Caguas
6105,Mary,Smith,Los Angeles
6106,Paul,Moore,Caguas
6107,Mary,Schmidt,Chicago
6109,Zachary,Tate,Caguas
6110,Mary,Smith,New York
6111,Cynthia,Mcbride,Clarksville
6112,Peter,Smith,Riverside
6114,Sandra,Nguyen,Fremont
6115,Mary,Smith,Caguas
6116,Kimberly,Tanner,Philadelphia
6117,Gloria,Smith,Caguas
6119,Sandra,Leach,Caguas
6120,Mary,Smith,Yonkers
6121,Jack,Mosley,Beloit
6122,Johnny,Smith,Caguas
6123,Mary,Anderson,York
6124,William,Walter,Houston
6125,Jeremy,Pennington,Caguas
6126,Mary,Smith,Chino
6127,Debra,Turner,Pompano Beach
6128,Mary,Larsen,Caguas
6129,Elizabeth,Smith,Merced
6130,Donald,Rodriguez,Tulare
6131,Mary,Bennett,Caguas
6132,Madison,Smith,Gardena
6133,Mary,Smith,Caguas
6134,James,Reyes,Brooklyn
6137,Eric,Smith,Tustin
6138,Theresa,Khan,Dearborn
6139,Mary,Jarvis,Caguas
6140,Willie,Smith,Union
6141,Mary,Cooley,Caguas
6142,Andrew,Smith,Greensburg
6143,Deborah,Barber,Irving
6144,Mary,Smith,Broken Arrow
6145,Tiffany,Wade,Caguas
6146,Mary,Rowe,Lancaster
6147,Danielle,Smith,Caguas
6149,Matthew,Bush,Caguas
6151,Mary,Jones,Cary
6152,Joseph,Jordan,Caguas
6153,Mary,Smith,Bronx
6154,Stephanie,Hodges,Miami
6156,Mary,Hernandez,Bronx
6157,Susan,Gomez,Caguas
6158,Carl,Hobbs,Alhambra
6159,Mary,Smith,Caguas
6160,William,Schroeder,Washington
6161,Benjamin,Smith,Burnsville
6162,Wayne,Hood,Caguas
6163,Mary,Smith,San Jose
6164,Juan,Bailey,Los Angeles
6165,Mary,Gardner,Caguas
6166,Margaret,Smith,Greenville
6168,Arthur,Li,Pharr
6169,Mary,Smith,Caguas
6170,Hannah,Sandoval,Baltimore
6171,Mary,Mcdowell,Caguas
6172,James,Smith,Fort Washington
6174,Carl,Bright,Massapequa
6175,Mary,Smith,Caguas
6176,William,Garza,Brooklyn
6177,Olivia,Bradford,Detroit
6178,Mary,Smith,Lancaster
6179,Samuel,Henderson,Caguas
6180,Mary,Smith,North Richland Hills
6181,David,Lucas,Caguas
6182,Pamela,Smith,Bronx
6183,Mary,Gray,Placentia
6184,James,Potter,Caguas
6185,Donald,Smith,Chicago
6187,Mary,Hess,West Covina
6188,Kevin,Davies,Caguas
6189,Mary,Smith,Long Beach
6190,John,Hoover,Caguas
6191,Donna,Smith,Saint Paul
6192,Tyler,Singh,Caguas
6193,Mary,Li,Quincy
6194,Robert,Holloway,Caguas
6195,William,Smith,Apopka
6196,Jennifer,Stewart,Caguas
6197,Dennis,Durham,San Sebastian
6199,Mary,Jacobs,Corona
6200,Brenda,Robles,Seattle
6201,Judy,Smith,Caguas
6202,Mary,Williams,Buffalo
6203,Jacqueline,Oconnor,Caguas
6204,Mary,Clarke,Quincy
6205,Jason,Smith,Caguas
6208,Emma,Johnson,Caguas
6209,Mary,Lopez,Houston
6210,Richard,Smith,Caguas
6212,Mary,Smith,Caguas
6215,Mary,Rush,Painesville
6216,Thomas,Smith,Caguas
6218,Mary,Smith,Middletown
6219,Walter,Simon,Caguas
6220,Mary,Smith,Ithaca
6221,Andrew,Mcgee,San Jose
6222,Stephanie,Smith,New York
6223,Carolyn,Stein,Columbus
6224,Scott,Howe,Caguas
6225,Mary,Smith,Riverside
6226,John,Jones,Weslaco
6228,Roger,Davila,Caguas
6229,Mary,Smith,Richmond
6230,Kenneth,Cameron,Caguas
6231,Mary,Smith,Harlingen
6232,Janet,Webb,Los Angeles
6234,Mary,Smith,Bronx
6235,Stephen,Brown,Caguas
6236,Mary,Martinez,Chicago
6237,Bobby,Anderson,El Cajon
6239,Karen,Mcdonald,Juana Diaz
6240,Virginia,Elliott,Caguas
6243,Virginia,Odom,Chicago
6244,Mary,Smith,Orlando
6245,Margaret,Taylor,Caguas
6246,Melissa,Ramirez,Rome
6247,Mary,Smith,Caguas
6248,Ronald,Hanson,Union City
6249,Mary,Andrade,Middletown
6251,Mary,Guerra,Madera
6252,Kevin,Smith,Carrollton
6253,Mary,Peterson,Caguas
6254,Charles,Day,Tonawanda
6255,Joshua,Smith,Caguas
6256,Mary,Murray,North Bergen
6257,Alice,Boyd,Cayey
6258,Mary,Smith,Caguas
6260,Mary,Randolph,Caguas
6261,David,Smith,Corona
6263,John,Smith,Roswell
6264,Thomas,Irwin,Elmhurst
6267,Juan,Smith,Enfield
6268,Mary,Summers,Caguas
6269,Charles,Phelps,Hendersonville
6270,Julia,Smith,Caguas
6271,Mary,Gutierrez,Brooklyn
6272,Charles,Simmons,Toms River
6273,Steven,Smith,Caguas
6274,Mary,Ramsey,San Juan
6275,Jane,Smith,Caguas
6276,Mary,Forbes,Chicago
6277,Eugene,Smith,Caguas
6280,Mary,Day,Caguas
6281,Eugene,Calderon,Lancaster
6282,Mary,Smith,Caguas
6283,Joan,Case,Compton
6284,Mary,Smith,Caguas
6287,Mary,Smith,Columbus
6288,Catherine,Johnson,Detroit
6289,Madison,Gould,Caguas
6290,Mary,Smith,Ontario
6291,Dorothy,Hale,Las Vegas
6294,Thomas,Smith,Caguas
6295,Jessica,Parker,Brooklyn
6296,Mary,Smith,Bakersfield
6297,Patricia,Contreras,Caguas
6298,Mary,Smith,Sun Valley
6300,Willie,Russell,Caguas
6301,Mary,Weaver,Moline
6302,Christina,Tapia,Caguas
6303,Mary,Smith,Elgin
6304,Justin,Parker,Visalia
6306,Donna,Browning,Caguas
6307,Gregory,Smith,Brooklyn
6308,Mary,Wu,Huntington Beach
6309,Cynthia,Smith,Carlisle
6310,Jerry,Deleon,Caguas
6311,Mary,Lloyd,Cordova
6312,Andrew,Smith,Caguas
6313,Zachary,Smith,Phoenix
6316,Kyle,Smith,Caguas
6317,Mary,Baker,Joliet
6319,Mary,Merritt,San Jose
6321,Mary,Mcneil,West New York
6322,Richard,Smith,Hanford
6323,Gerald,Roberts,Brighton
6325,Victoria,Smith,Zanesville
6326,Mary,Harris,Cleveland
6328,Austin,Walters,Los Angeles
6329,Bruce,Smith,Caguas
6330,Mary,Hodges,Pasadena
6331,Amy,Smith,Caguas
6332,Mary,Kelly,West Covina
6333,Ralph,Smith,Memphis
6334,Dylan,Fleming,Caguas
6335,Mary,Smith,Methuen
6336,Richard,Maddox,Caguas
6340,Linda,Key,Albuquerque
6341,Daniel,Smith,Caguas
6343,Nicole,Tanner,Virginia Beach
6344,Mary,Smith,Caguas
6345,David,Miller,Rio Grande
6346,Mary,Cooley,Caguas
6347,Mark,Smith,Greensboro
6348,Mary,Henson,Caguas
6349,Aaron,Smith,Lewisville
6350,Mary,Wilson,Caguas
6352,Madison,Smith,Caguas
6353,Mary,Rogers,Decatur
6355,Kelly,Bradley,Caguas
6357,Ruth,Moore,Carol Stream
6358,Mary,Ortega,Caguas
6359,Jerry,Smith,Carol Stream
6360,Mary,Phillips,Caguas
6361,Mary,Mcfarland,Sugar Land
6362,Ethan,Smith,Plano
6363,Mary,Freeman,Caguas
6364,Megan,Hudson,San Bernardino
6365,Mary,Smith,Caguas
6366,John,Stout,La Habra
6367,Daniel,Smith,South Richmond Hill
6368,Mary,Morales,Caguas
6369,Linda,Gordon,Greensboro
6373,Mary,Walker,Frankfort
6375,Mary,Smith,Levittown
6376,Crystal,Rodriguez,North Tonawanda
6377,Mary,Lee,Caguas
6378,Steven,Elliott,Aurora
6380,Mary,Rivers,Chicago
6381,George,Smith,Roseville
6383,David,Maxwell,San Pedro
6384,Roy,Smith,Caguas
6385,Alan,Jennings,Reseda
6387,John,Jacobs,San Benito
6389,Mary,King,Portland
6391,Mary,Smith,Jackson Heights
6392,Patricia,Greene,Washington
6394,Jacqueline,Carroll,Caguas
6396,Frank,Smith,Caguas
6398,Tammy,Smith,Caguas
6399,Mary,Jones,Chicago
6400,Charles,Waller,Miami
6402,Mary,Frazier,Jamaica
6403,Cheryl,Cochran,Modesto
6404,Dylan,Smith,Buena Park
6405,Mary,Anderson,Caguas
6406,Daniel,Clark,Washington
6407,Steven,Smith,Rochester
6408,Kevin,Cooper,Caguas
6409,Mary,Mclaughlin,Sanford
6410,Stephanie,Smith,Sheboygan
6411,Lauren,Boyd,Caguas
6412,Mary,Smith,Las Vegas
6414,Mary,Smith,Ponce
6415,Terry,Carpenter,Lindenhurst
6416,Mary,Smith,Caguas
6418,Olivia,Owens,Caguas
6419,Mary,Smith,San Pedro
6420,Jacqueline,Mahoney,Morganton
6421,Mary,Smith,Caguas
6423,Dylan,Smith,San Diego
6424,Mary,Juarez,Caguas
6425,Ruth,Smith,Orlando
6426,Mary,Wade,Caguas
6427,Nicholas,Strickland,Union
6428,Mary,Smith,Caguas
6429,Brian,Wilson,Chicago
6431,Richard,Smith,Placentia
6432,Phillip,Maldonado,Caguas
6435,Judy,Smith,Salinas
6436,Mary,Payne,Dallas
6437,Sara,Duarte,Caguas
6438,Peter,Smith,Cincinnati
6439,Mary,Booth,Lancaster
6440,Jessica,Smith,Caguas
6441,Mary,Harris,Metairie
6442,Amanda,Kelly,Caguas
6443,Mary,Salazar,Tempe
6444,John,Smith,Caguas
6446,Mary,Smith,Caguas
6448,Mary,Lawrence,Caguas
6449,Daniel,Padilla,Corona
6450,Mary,Smith,Fresno
6451,Martha,Bradley,Greenville
6452,Tiffany,Smith,Caguas
6454,Kathleen,Smith,Albuquerque
6455,Ethan,Brown,Caguas
6456,Mary,Richardson,Las Vegas
6457,Dorothy,Coleman,Jersey City
6458,Jonathan,Franco,Reynoldsburg
6460,Mary,Smith,Morganton
6461,Patricia,Delgado,Salem
6462,Ethan,Villanueva,Indianapolis
6463,Mary,Smith,Carlsbad
6464,Wayne,Mahoney,Caguas
6465,Mary,Smith,Massapequa
6468,William,Smith,Caguas
6469,Mary,Luna,Bayonne
6470,Douglas,Smith,Revere
6471,Mary,Day,Caguas
6472,Albert,Smith,Waipahu
6473,Mary,Castillo,Long Beach
6474,Madison,Smith,Caguas
6475,Mary,Bullock,Chicago
6476,Julie,Smith,Washington
6478,Mary,Smith,New York
6479,Paul,Jackson,Caguas
6482,Mary,Sellers,Caguas
6483,Mary,Smith,Baltimore
6484,George,Jordan,Caguas
6485,Carolyn,Sheppard,Pompano Beach
6486,Mary,Smith,Aurora
6487,Stephen,Salinas,Caguas
6488,Mary,Smith,Bristol
6489,Maria,Macdonald,Caguas
6490,Ann,Smith,West Jordan
6491,Bruce,Cruz,Caguas
6492,Bryan,Smith,Provo
6493,Mary,Best,Caguas
6496,Rose,Smith,Caguas
6497,Mary,Lee,Aguadilla
6498,William,Smith,Caguas
6499,Ashley,Peterson,Denver
6500,Joyce,Leblanc,Mesquite
6501,Mary,Smith,Fairfield
6502,Linda,Trujillo,Caguas
6503,Heather,Smith,Costa Mesa
6505,Margaret,Smith,Caguas
6506,Anna,Bailey,Brooklyn
6509,Mary,Cox,Caguas
6510,Karen,Smith,Cumberland
6512,Rachel,Burke,Mission
6514,Crystal,Contreras,Tampa
6516,Angela,Smith,Las Cruces
6517,Amber,Sheppard,Caguas
6518,Mary,Smith,Warren
6519,Mary,Myers,Caguas
6521,Mary,Hanson,Chillicothe
6522,Ruth,Clayton,Sandusky
6523,Mary,Smith,Caguas
6524,Megan,Brown,Bronx
6525,Mary,Taylor,San Diego
6527,Andrea,Woods,San Jose
6528,Mary,Ho,Compton
6529,Aaron,Smith,Caguas
6530,Mary,Elliott,Chicago
6531,Sara,Smith,San Marcos
6532,Mary,Dixon,Phoenix
6533,Patrick,Morse,Caguas
6534,Mary,Smith,Massillon
6535,Brittany,Cummings,Caguas
6538,Mark,Edwards,Mililani
6539,Mary,Smith,Caguas
6540,John,Pruitt,Phoenix
6541,Susan,Smith,Brentwood
6543,Alexander,Smith,Caguas
6544,Mary,Joyce,Pekin
6545,Jennifer,Smith,Caguas
6546,Mary,Ward,East Lansing
6547,Melissa,Smith,Caguas
6548,Mary,Parker,San Diego
6550,Tammy,Smith,Brooklyn
6551,Mary,Hayes,Fresno
6552,Brenda,Smith,Caguas
6554,Mary,Smith,Pomona
6555,Jessica,Baldwin,Caguas
6556,Mary,Smith,Fontana
6558,Ethan,Smith,Caguas
6559,Mary,Dyer,San Sebastian
6561,Jane,Day,San Benito
6562,Mary,Smith,Caguas
6563,Kathy,Thomas,Katy
6564,Mary,Thornton,Caguas
6565,James,Smith,Powder Springs
6566,David,Beck,Caguas
6567,Jeffrey,Smith,Fontana
6568,Mary,Wilson,Joliet
6569,Samantha,Allen,Caguas
6570,Mary,Smith,Mentor
6571,Brenda,Gonzalez,Dundalk
6572,Mary,Barrett,Caguas
6573,Joseph,Noble,Brockton
6574,Mary,Smith,Lakewood
6576,Emma,Smith,Caguas
6577,Mary,Kaufman,Stafford
6578,Roger,Smith,Laredo
6579,Mary,Long,Caguas
6580,Anthony,Dorsey,Tempe
6581,Christian,Smith,Virginia Beach
6584,Mary,Smith,Caguas
6585,Andrew,Turner,San Diego
6586,Mary,Bell,Caguas
6587,Heather,Henson,Lancaster
6589,Crystal,Stewart,Bensalem
6590,Mary,Henderson,Caguas
6591,Lauren,Smith,Philadelphia
6592,Tyler,Austin,Caguas
6593,Mary,Smith,Miami
6594,Rebecca,Austin,Caguas
6595,Mary,Smith,New York
6597,Albert,Smith,Wheaton
6598,Mary,Lopez,Zanesville
6599,Robert,Moreno,Caguas
6600,Arthur,Smith,Escondido
6602,Robert,Smith,Caguas
6603,Brenda,Gonzalez,Rancho Cucamonga
6605,Mary,Branch,Philadelphia
6606,Elizabeth,Smith,Palmdale
6607,Joan,Cole,Caguas
6608,Mary,Higgins,Pompano Beach
6609,Betty,Orr,Caguas
6610,Mary,Smith,Buffalo
6611,Dennis,Smith,Caguas
6612,Mary,Chaney,Wyandotte
6614,Janet,Glover,Carmichael
6615,Mary,Meadows,Olathe
6616,Shirley,Smith,San Marcos
6617,Mary,Barnes,Caguas
6618,Julie,Hamilton,Huntington Beach
6621,Joan,Hayes,Caguas
6622,Mary,Smith,Canoga Park
6623,Christian,Turner,Aurora
6624,Mary,Todd,Raleigh
6625,Randy,Smith,Caguas
6626,Mary,Franklin,Ontario
6630,Roy,Malone,Plainfield
6631,Mary,Morrow,Catonsville
6632,Jessica,Smith,Raleigh
6634,Mary,Smith,Toa Alta
6635,Bryan,Esparza,Los Angeles
6636,Mary,Smith,Caguas
6637,Eric,Richardson,Saint Paul
6639,Mary,Smith,Winnetka
6640,Patricia,Gonzalez,Eugene
6642,Mary,Gill,Florissant
6643,Nicholas,Smith,Caguas
6644,Judith,Phillips,Quincy
6645,Zachary,Smith,Caguas
6646,Mary,Lopez,Madison
6650,Sarah,Gillespie,Orlando
6651,Ashley,Smith,Caguas
6652,Sharon,Hammond,San Jose
6654,Mary,Simmons,Irving
6655,Ashley,Smith,Pekin
6656,Ruth,Price,Caguas
6657,Alan,Gilbert,San Diego
6658,Mary,Smith,Plano
6659,John,Frederick,Caguas
6660,Christine,Smith,Spring Valley
6661,Samantha,Floyd,Caguas
6662,Mary,Rocha,Troy
6663,Susan,Smith,Caguas
6664,Mary,Hall,Portland
6665,Anthony,Smith,Caguas
6666,Jean,Austin,Painesville
6667,Mary,Smith,Caguas
6668,Maria,Carlson,Los Angeles
6669,Mary,Smith,Los Angeles
6670,Betty,Lopez,West Chester
6671,Randy,Chambers,Caguas
6672,Mary,Conrad,Fort Lauderdale
6673,Nancy,Smith,Caguas
6674,Mary,Shaw,Jackson Heights
6677,Patrick,Smith,Los Angeles
6678,Mary,Church,Caguas
6679,Cynthia,Smith,Sunnyvale
6680,Heather,Moore,Perth Amboy
6682,Samantha,Smith,Raleigh
6683,Zachary,Reyes,Caguas
6684,Mary,Strong,Spokane
6685,Lori,Smith,Caguas
6687,Julie,Hamilton,Caguas
6688,Mary,Smith,Los Angeles
6689,Adam,Wright,Tallahassee
6690,Mary,Gilbert,Caguas
